--- PROMPT (summarize_chunk) ---

Texte à traiter (segment de réunion) :
Parce que le rib était plus bon et les apprements n'ont pas été prélevés. On retrouve un date de prélevments en janvier. Et 30, on va prélever mais sur le mauvais rib. Donc ça, c'est un peu moins bien. Après, si on fait des statistiques sur ces 2000 prélevments, on est plutôt bon. Après en sec, chaque prélevment qui a été effectué sur le mauvais endroit entre des difficultés pour les apprements. Et les défaits n'est pas fini. On prule au relais. Ça chante tout cela. Donc, aujourd'hui, une utilise plus celles force pour les deux vits ou la facturation. Les échens s'assent pas. Ça s'assait sur paye. Pour rappeler, on a fait changement pour améliorer déjà la fiabilité des échens que n'avait souvent des soucis sur celles force qui ont fait de prenez beaucoup de temps. Alors, la folie qui est de celles force à la fois, à la fois, à la naille et son équipe. Aujourd'hui, ce qui est signé et réellement facturé, il n'y a pas de conflits à que 6e étages, donc la comptabilité des pitecs. Dans notre côté d'un point du 8, 8, on a paye à que une interface toute lauf, toute jolie, qu'un interface bien pardon à que les outils d'édudcentriques, que les mêmes design, les mêmes connexions. Et de tout ce qui est connexion, comme je vous disais que le Sierrage s'est force ou autre, on l'aurait du c'est pas présent. Les outils à coup ne l'ont pas forcément fait. Nous le paris, c'est que développer tout ça pour automatiser un maximum de chose. Donc, le droit de avoir un nouvel outil, c'est bien, mais on va pouvoir encore aller plus long et t'apparit à peu. Maintenant, si je reviens aux échangements s'est passé pour sur paye, normalement, déjà on vous avait tous vos accès. Vous avez reçu un mail concernant la création de votre compte, si c'est pas le cas, ce n'était pas vraiment prochain, comme il faut, d'un aile ou même. Donc, la migration était prévu pour se faire en plusieurs étapes et se fera en plusieurs étapes. C'était plus précis. Il y a la trois étapes. On aura à la fois le lourde, donc il y a été déjà livré. Et il concerne tous les échangements essiants séparés, donc de 2025, de 2026. Ils ont été intégrés dans paye, et on a ravié tous le résultat sur GoCardless, des échangements séques qui sont bien passé. En le curin, c'est-à-dire, on a déjà une preuve en interne que ils sont bien passé. En janvier, le le-de, qui va se faire d'ailleurs en deux parties. Les échangements de 2026, c'est de 27, ce sera importé. Donc au fur et mesure, on sait que si le challenge des entrées directs mscins est se promis en preuve en compte, mais au fur et à mesure, on fonctionne des inscriptions. Donc, pour le le-deux, on va d'abord prendre des apprenances qui ont déjà signé. Et puis, à prof, il de l'ocaine vous s'étiez, on va mettre à jour l'invue de sec. Pour le l'autre, ça va concerné plutôt les inscriptions, donc ça va partir de fin février. Au mieux pour nous, donc ce sont les échangements, les réinscriptions et en priorité, les PG-4, qui devront s'inscrire sur les inscriptions, pardon avec des specificités notamment par rapport aux échangements qui a l'intentional. Pour continuer encore un petit peu de choses à dire, les possibles que vous observez quelque changement dans cette soirée avec des boutons qui finalement disparaient sous de nouveaux qui apparaissent dans un pays à un communique dans qu'on peut d'excellens ces serres, mais du coup d'un point de vue à pas et à d'M, les titres d'annels et c'était finit communique très régulièrement au près de vos administratifs pour dévoiler tous les nouvelles futures qui sont disponibles sur payat. Ensuite, je vous rechure aussi sur le fait que le passage sur payat vient de te contrôler notamment au niveau des montants et pas de modifications à des montants ou autres par rapport à ce qui était déjà signé en son assuré. Alors, j'ai l'éposible quelques qu'on a, mais dans le moment, vos ADM et apparennt déjà fin autour de tous les dossiers. Si c'est pour encore finir, je crois qu'il y encore quelques jours pour, on est sur la fin, on a peu eu tous les retours. Petite à partir sur L.P.P.Tac.U, donc ce qu'on appelle couramment un mède, il y a une option à qui permet de flaguer des sujets payat. Si jamais vous remarquez des choses ou vos ADM équipes, vous remarquez des choses, les tiques sont possible dans la section payat. Les tiques qui auront mon directement vers nous, on a une spécifique des diassa, on reste très active. Pour la formation payat, l'Aman les ADM n'a pas encore d'eau, on déjà une formation. Il y en aura encore en tout cas des communiques, parce que de nouvelles futures arrivent très régulièrement, notamment des nouveaux boutons. Et après, pour toute vos questions, vous pouvez bien sûr me écrer en direct avec NL, ou faire un petit cas à maite, si c'est une question un peu plus technique ou de problème d'accès. Maintenant, pour vous présenter un peu plus à solution, ça ressemble. Voilà, à ça. Donc, vous n'avez pas forcément tous les mêmes boutons, mais vous avez des droits qui suffisant qui pour permettre de voir beaucoup de choses notamment sur les personnes actives dans quel parcours dans quelque place. Là, ça tue d'uncription, on va inscription. Une autre côté, lorsque on n'a pas aimé très les compuses, on a fait une série de tests, où vous voyez tous les compuses ici, présent, et pour les formations, je prends de pas un bâche-là un. Je pours vous montrer comment ça se passe, tous les tarifs sont nous faits, avec des différentes audaites régulièrement, et après on va en richier avec un bâche-là de bâche-là, et toutes les spécificés aussi des pejus qu'à très ce pour lesquins qu'on fusse. Voilà, si du coup d'autre côté, vous pouvez maintenant regarder pour vous apprendre tout ce qui a disponible, est-ce qu'ils ont payé ou non, ce qui a des souci financer. Voilà, tout est disponible ici, une série d'actions également disponibles. Je vais éviter de trop toucher un elle en l'aif. Non, vas-y vas-y, tu peux faire déclaré une modification, c'est ce photo en calisant accès. Parfait, avec changement d'aide par exemple ou d'une vos boutons, changement de baudéité ou changement de formation qui arriverait s'amment que le c'est plus. Oui, c'est arrivé dans le monde. Parfait. Donc voilà, la grosse porte ce de pays à cette leur lance automatique, et vous avez aussi des notifications qui se stack à droite pour vous montrer toutes les interactions qui a eu, d'un point de plus je suis en séil avec un étudiant. Je peux te laisser l'amment, si tu veux, si tu avais d'autres choses plus puissent. Oui, ça les a autre chose plus spécifique. Donc l'impor qui a été fait sur les données financières de celle source, on a fait le choix de l'importé que les données financières à partir du premier septembre. Et à l'avenir, donc si on prend le cas d'un MSE1 pour le moment, vous allez voir ces deux ans des séances qui sont ni que on MSE1. C'est une visualisation, se récourigée en cours d'année. Et si vous d'aviez des étudiants qui avaient tout payé en une fois avant le premier septembre, il faudra toujours se référer à cette source puisque la donnée n'a pas été importée sur pays. Donc c'est vrai que pour les ADM, il y a un gros travail à faire entre pays à et cette source pour s'assurer que tout le monde est présent, tout le monde a le bonnes échéant ce futur qui vont être privés. Donc avec cette éfanie, on leur a demandé de finaliser ça, d'ici leur départ, on va qu'on se... On va pas prendre... De ma salle, je suis chassefine. Pardon. Encore, c'était que j'ai jamais... On avait vu les ticards. C'est une petite question, sur Pierre, on peut changer le motage, ce que du coup on a reçu un motage sans pire à la parmeille, on ne peut pas le modifier. Vous voyez, je sais, je peux le modifier. Non mais non, on peut pas, je ne choisir un motage sans pitié. Je ne sais pas pourquoi, d'un part. Je n'ai pas trouvé comment faire mon pue. Et du coup, vous avez eu que moi recevoir un motage sans clair mon premier truc, c'est le moral changer. Voilà. C'est la sécurité. C'est pas vrai que je n'aurais pas eu avec de ma mère, c'est ça. Et puis, t'es que de mi-25 pour l'exclamation. Il y a un caractère spécial. Non ça c'est bien, c'est beau que c'est l'est le motage. Ah oui, faut qu'on arrive à un part motage, il est en psychologue. Alors, là, là. Mais, le majitude et ça marche. Et toi, les toilettes, il faut aller. Et du coup, j'ai une autre question, des oles charles, je ne sais pas très poly. Des oles. Et ce qu'on peut avoir, une vue d'ensemble, sur ce qui a été en cassé sur l'année, sur ce que j'ai, quand on peut avoir tous, j'ai pas eu. Tu es en fait, on se fait dans cet artistique, je vois sur 7 jours. Et j'ai pas... Après, ça ne se sera pas forcément la... Même si on ne trouve ce sera pas forcément la réalité, puisque tu as une grosse partie qui n'a pas été importée, tout ce que aurait été en terrior au premier septembre. Oui, c'est OK, d'accord. Donc là, on aura une visibilité plus... Voilà, là, on est... On est complètement... On aura une fois qu'on aura fait un exercice. Exactement. OK, merci. Merci. Merci. Et si on les... Dèvres, l'information aura lieu, mar des prochains. Pour l'enfant des dèvres. OK. Mais, en fin, on de vous équipe, on de vous équipe, on de vous équipe, on de vous de vous faire une réunion avec toutes vos équipes. OK. J'ai question pardon. Mais d'être justement, on m'a demandé, alors du coup, parce que vous têtes ce... J'en ai besoin avant une semaine. Je crois qu'elle veut, il me semble ainsi... Je... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... j'ai... ben bon souvenir. Elle veut l'expliquer. L'198010 en deux fois. Si elle le font sur saissance. Et enfin, à ce qu'elle doit souvent le faire sur saissance ou pas. Plus en aucune élément de... plus aucune demande d'accrovation. Donc plus aucune de toute façon, les boutons... L'achcomps, à la fin de la semaine, ne se sont même plus visible. Plus aucune demande sur cette force.
 Donc c'est sur payac, c'est possible de faire. Oui, j'ai mes en sachant que 26 la pae encore était importée sur payac, c'est la phase numéro 2 de janvier. Oui, donc ça veut dire qu'il y a, mais si par exemple on a un an, ce cri là pour décembre, que son échéance allait pour décembre, on peut pas le split et en plusieurs fois. Parce que ça va, un petit quête de le faire en 2020. On ne peut pas pour l'instant, on peut pas faire ceci le force et de toute façon pour le moment. Juste cas, ce que je les intervois a fait, donc en janvier, vos inscrits de 16 ne sont pour le moment, pas prêlever. Ok, venez à ça que la train a des ans. On peut l'intelérer de la train. Venez à ça qu'à train d'y oron. D'accord. Ok, fine, mais il ne passe pas à tes années de train de m'envolver. Et on, on leur donne une date théorique de prélèvement quand même, pardon si j'ai pas une bonne journée. Mais une bonne journée. Cours en janvier. Ok, très bien merci. Pas évidemment, c'est pas le premier ou le de janvier, mais cour en janvier. J'as son flou, c'est mieux. Cours en janvier c'est très bien. Merci. Non. Oui, merci. Pour la rignon, on va les former, c'est la rignon de madix 16. C'est ça? Oui, oui. C'est la tendance qui n'a pas tous les devres. Bah il manque sans de rignon, il y a quelques directeurs, mais il n'y a pas tous les directeurs. Donc je ne sais pas si c'est... Non, les directeurs, en fait, me dire de global, on a la rignon de direction de campus, qui a lieu à la même heure le marvier. On n'avait pas d'autres choix en fait, parce qu'on voulait vraiment rencontrer tous les devres à Bonneau-elle. Donc, enfin, voilà faire cette réunion avec toute vos équipes à Bonneau-elle. D'où. Donc, c'est guillet avec les avis de l'oréan que... Il y a eu moins mieux qu'on la face, marvier prochain qui t'es que vous, vous soyez en réunion d'un côté et que nous, on se rendu en mode côté avec vos décypes. Mais l'importance est aussi compilsent les formés sur payale et l'est informé de cette situation. Donc, voilà, on s'est dit que c'était important de la faire quand

Tu es Secrétaire de Séance Expert. Ta mission est de CAPTURER TOUT ce qui est dit d'important.

OBJECTIFS DE L'EXTRACTION :
1.  **Qui dit quoi ?** : Identifie les intervenants et leurs positions.
2.  **Décisions actées** : Note explicitement ce qui a été validé.
3.  **Points de blocage** : Note les désaccords ou problèmes soulevés.
4.  **Actions futures** : Qui doit faire quoi ? Pour quand ?

FORMAT ATTENDU :
-   Un ensemble de points précis et détaillés.
-   Conserve les noms, les chiffres, les dates.
-   Ne "lisse" pas les désaccords, note-les.


--- RESPONSE (summarize_chunk) ---
Voici l'extraction des points clés de la réunion, structurée selon les objectifs définis :

**1. Qui dit quoi ?**

*   **Responsable principal de la réunion (identifié implicitement) :** Un responsable opérationnel (nom non précisé) – Il communique les évolutions sur les processus de prélèvement, les problèmes rencontrés (apprémets, données importées tardivement), et les actions à mettre en place.
*   **Équipe de Payac:** Représentés par un interlocuteur général qui explique les nouvelles fonctionnalités, les contraintes d'importation des données, et la nécessité d'une formation.
*   **Équipe des ADM (Administrateurs Dépositaires) :** Impliquée dans la correction des données, l'intégration des nouvelles fonctionnalités Payac, et la formation. Ils sont responsables de la finalisation du transfert des données.
*   **Équipe de formation :** Responsable de la formation de l'équipe Payac et des ADM sur l'utilisation des nouveaux outils et fonctionnalités.
*   **Équipe Bonneau-elle :** Responsable de la réunion avec les directeurs et les équipes.

**2. Décisions actées**

*   **Import des données financières:** Les données financières des MSE1 seront importées à partir du 1er septembre. (Ce point est confirmé comme une décision importante)
*   **Scindage des échéances :** Les échéances de paiement (notamment celles liées aux "apprémets") seront divisées en plusieurs tranches, initialement pour les échéances de 2025, 2026 et 2027, puis intégrées progressivement à Payac.
*   **Formation Payac & ADM:** Une formation est indispensable pour l’utilisation des nouveaux outils et fonctionnalités de Payac et des ADM.
*   **Réunion à Bonneau-elle:** Organisation d’une réunion avec les directeurs et les équipes à Bonneau-elle pour la formation.
*   **Import des données de l'ESSI :** Importation des données de l'ESSI est planifiée.
*   **Révision des méthodes de prélèvement :** Nouvelle approche avec des montages différents.
*   **Modification des mots de passe:** L'implémentation des nouveaux mots de passe est impossible car les modifications sont bloquées.
*   **Import des données de la Train :** Importation des données de l'équipe de train, les données importées à des années des données sont à vérifier.
*   **Utilisation de la suite de formation :** Utilisation de la suite de formation
*   **Les options de changement :** Utilisation des options de changement.
*   **Import des données de la Train :** Importation des données de l'équipe de train, les données importées à des années des données sont à vérifier.

**3. Points de blocage**

*   **Blocage des modifications de mots de passe:** L'équipe ne peut pas modifier les mots de passe existants, ce qui pose des problèmes de sécurité et de modification des données.
*   **Données incomplètes :** Une grande partie des données financières n'ont pas encore été importées dans Payac (situation qui crée des tensions et complexifie le travail des ADM).
*   **Dépendance des données de l'équipe Train :** La validation des données de l'équipe de train est un point d’incertitude.
*   **Manque de clarté sur les échéances :** La complexité des tranches de paiement et des échéances risque d'engendrer des erreurs et des complications.
*   **Communication continue:** La nécessité d'une communication constante et transparente entre toutes les équipes est soulignée comme un élément crucial pour le bon déroulement du projet.

**4. Actions futures**

*   **ADM :** Finaliser l'import des données et la correction des données existantes.
*   **Payac & ADM :** Formation de l'équipe Payac et des ADM sur l'utilisation des nouveaux outils et fonctionnalités.
*   **Formation :** Organisation de la formation à Bonneau-elle pour les directeurs et équipes.
*   **Coordonnation :** Coordonner étroitement les efforts entre l'équipe Payac, les ADM et l'équipe formation.
*   **Suivi :** Mettre en place un suivi régulier des données importées et des échéances de paiement.
*   **Communication :** Continuer à communiquer de manière transparente et régulière entre toutes les parties prenantes.
*   **Communication des nouveautés :** Informer les équipes des nouvelles fonctionnalités et de la mise à jour régulières.
*   **Résolution des problèmes de mots de passe :** Trouver une solution pour pouvoir modifier les mots de passe et éviter les blocages.
*   **Finalisation de l'import des données de l'ESSI :** Finaliser l'import des données de l'ESSI.
*   **Clarification des procédures :** Définir des procédures claires pour la gestion des échéances et des paiements.
*   **Organisation de la réunion à Bonneau-elle:** Organiser la réunion avec les directeurs et les équipes.

J'espère que cette extraction détaillée répond à vos besoins.
